"floatID"	"lon"	"lat"	"datetime_JULD"	"datetime_UTC"	"temp"	"sal"	"pCO2_MLR"	"press"	"flag"	"yr"	"mm"	"dd"	"ws"	"sst"	"sea_ice"
5904468	2.109	-64.954	23945.2534722222	"2015-07-24 06:00:00"	-1.7914	34.435	449	21.4	0	2015	7	24	2.28883517382507	-1.74295772104186	87.343404653891
5904468	2.122	-64.905	23955.4888888889	"2015-08-03 11:00:00"	-1.7986	34.4501	450.7	21.64	0	2015	8	3	5.30743630124397	-1.75999996066093	91.1290542264134
5904468	2.135	-64.855	23965.7222222222	"2015-08-13 17:00:00"	-1.7878	34.4642	450.3	21.61	0	2015	8	13	8.5398024404077	-1.73999996110797	82.8937885068743
5904468	2.149	-64.806	23975.9611111111	"2015-08-23 23:00:00"	-1.8079	34.4744	448.8	21.25	0	2015	8	23	3.79374377157381	-1.71723996161669	90.4613229906196
5904468	2.162	-64.757	23986.1986111111	"2015-09-03 04:00:00"	-1.8102	34.4805	450.9	21.76	0	2015	9	3	6.86503531224298	-1.76999996043742	90.6435912949117
5904468	2.176	-64.708	23996.4347222223	"2015-09-13 10:00:00"	-1.8246	34.4776	453.8	16.81	0	2015	9	13	6.0740419465258	-1.73067724131635	88.3072214407463
5904468	2.189	-64.659	24006.6715277778	"2015-09-23 16:00:00"	-1.8058	34.4842	457.7	21.45	0	2015	9	23	3.29914999079784	-1.69999996200204	91.5024797575
5904468	2.202	-64.61	24016.9020833333	"2015-10-03 21:00:00"	-1.8136	34.4769	461.2	19.76	0	2015	10	3	9.69323259150413	-1.75289516081974	89.2705571630144
5904468	2.216	-64.56	24027.1402777778	"2015-10-14 03:00:00"	-1.8412	34.4733	457.7	21.56	0	2015	10	14	12.9819748468788	-1.7873999600485	93.4171792547994
5904468	2.229	-64.511	24037.3784722222	"2015-10-24 09:00:00"	-1.849	34.4398	459.4	20.94	0	2015	10	24	11.5421172054365	-1.75543996076286	89.0515588434304
5904468	2.243	-64.462	24047.6111111111	"2015-11-03 14:00:00"	-1.8546	34.4634	454.7	19.6	0	2015	11	3	9.21270683645559	-1.75999996066093	85.2771547850536
5904468	2.256	-64.413	24057.8493055556	"2015-11-13 20:00:00"	-1.8479	34.4391	446.3	21.48	0	2015	11	13	16.198524171253	-1.67535644255286	78.3937117356228
5904468	2.269	-64.364	24068.0881944444	"2015-11-24 02:00:00"	-1.8509	34.4062	438.8	20.8	0	2015	11	24	13.2859844337109	-1.69937340201604	82.517874063123
5904468	2.283	-64.315	24078.3277777778	"2015-12-04 07:00:00"	-1.7952	34.3352	424.4	21.29	0	2015	12	4	10.2453902307046	-1.55760316518486	48.0812466460794
5904468	2.296	-64.265	24088.5583333333	"2015-12-14 13:00:00"	-1.1118	34.0755	398	4.62	0	2015	12	14	7.41387906584627	-1.14372957443565	0
5904468	2.31	-64.216	24098.8	"2015-12-24 19:00:00"	-0.2932	34.1261	356.2	7.15	0	2015	12	24	14.5167786619098	-0.797655182171011	0
5904468	2.323	-64.167	24109.04375	"2016-01-04 01:00:00"	-0.2303	34.265	321.5	7.79	0	2016	1	4	8.36504559893572	-0.516282228460194	0
5904468	2.786	-63.888	24120.6166666667	"2016-01-15 14:00:00"	-0.1861	34.2548	323.4	7.57	0	2016	1	15	10.0093799285619	0.516709748450638	0
5904468	3.572	-64.108	24131.0534722222	"2016-01-26 01:00:00"	0.4953	34.156	317.4	7.3	0	2016	1	26	13.8692398024056	0.682184144751995	0
5904468	3.739	-64.186	24141.3118055556	"2016-02-05 07:00:00"	0.7198	34.1608	323.4	7.44	0	2016	2	5	11.1338734255926	0.751548463201582	0
5904468	3.992	-64.179	24151.5909722223	"2016-02-15 14:00:00"	0.8704	34.1651	326.6	7.72	0	2016	2	15	9.47731913331158	0.619272626158177	0
5904468	4.739	-64.22	24161.8881944445	"2016-02-25 21:00:00"	0.8336	34.1775	348.2	7.59	0	2016	2	25	12.3637117795619	0.491894389005303	0
5904468	4.936	-64.248	24172.1541666667	"2016-03-07 03:00:00"	0.722	34.1607	356.1	7.6	0	2016	3	7	7.11760393767464	0.186080475840777	0
5904468	5.045	-64.191	24182.4291666667	"2016-03-17 10:00:00"	0.6461	34.1458	357.6	7.53	0	2016	3	17	9.70567043467594	0.516364788458348	0
5904468	5.452	-64.167	24192.6902777777	"2016-03-27 16:00:00"	0.117	34.1742	376.3	5.27	0	2016	3	27	17.2448473399487	-0.286562553594828	0
5904468	5.463	-64.32	24203.0590277778	"2016-04-07 01:00:00"	-0.1161	34.2037	385.2	6.75	0	2016	4	7	10.77334950966	-0.181054395953117	0
5904468	5.529	-64.389	24213.4138888889	"2016-04-17 09:00:00"	-0.6879	34.2596	396.7	7.44	0	2016	4	17	9.23789291721607	-0.573870067173006	0
5904468	5.187	-64.839	24223.6875	"2016-04-27 16:00:00"	-0.8735	34.2805	405.6	7.2	0	2016	4	27	9.90887485143633	-0.712639984071254	0
5904468	5.304	-65.212	24234.0194444444	NA	-0.9255	34.3102	416.3	7.63	0	NA	NA	NA	NA	NA	NA
5904468	4.989	-65.347	24244.3138888889	"2016-05-18 07:00:00"	-1.1551	34.3189	417	7.67	0	2016	5	18	7.94114812751634	-1.71608636164248	0
5904468	4.799	-65.471	24254.6263888889	"2016-05-28 15:00:00"	-1.3013	34.362	424.6	7.23	0	2016	5	28	6.741781917409	-1.70091260198164	0
5904468	4.67	-65.573	24264.8861111111	"2016-06-07 21:00:00"	-1.6226	34.3744	425.2	7.68	0	2016	6	7	8.35982071928344	-1.61341436393738	23.1743085217893
5904468	4.537	-65.677	24275.4229166667	"2016-06-18 10:00:00"	-1.7541	34.4178	435.5	7.55	0	2016	6	18	9.47132627323425	-1.48703996676207	35.1194956246863
5904468	4.523	-65.691	24285.6965277778	"2016-06-28 16:00:00"	-1.8223	34.4748	434.5	23.23	0	2016	6	28	7.924645558212	-1.58279996462166	56.8040202710507
5904468	4.509	-65.706	24295.9333333333	"2016-07-08 22:00:00"	-1.7769	34.5129	441.6	5.89	0	2016	7	8	7.61789272072969	-1.77150332040381	93.7456146172841
5904468	4.495	-65.72	24306.1736111111	"2016-07-19 04:00:00"	-1.8162	34.5144	444.1	21.51	0	2016	7	19	2.93148904377449	-1.77519996032119	92.5221805315438
5904468	4.481	-65.734	24316.4048611111	"2016-07-29 09:00:00"	-1.6916	34.4673	457	5.95	0	2016	7	29	4.97932819897903	-1.73999996110797	79.3964923250981
5904468	4.468	-65.749	24326.6465277778	"2016-08-08 15:00:00"	-1.6955	34.5025	459.4	6.53	0	2016	8	8	7.17646583768074	-1.56355996505171	45.5881570389105
5904468	4.453	-65.763	24337.0576388889	"2016-08-19 01:00:00"	-1.7993	34.5241	456.9	18.79	0	2016	8	19	3.91299240203707	-1.51243772619438	90.5392415997537
5904468	4.44	-65.778	24347.2888888889	"2016-08-29 06:00:00"	-1.7918	34.533	459.9	19.36	0	2016	8	29	5.58497614234117	-1.75739996071905	90.575047925338
5904468	4.426	-65.792	24357.525	"2016-09-08 12:00:00"	-1.8234	34.5353	458.5	21.61	0	2016	9	8	6.48447266021861	-1.75203996083885	90.1002133092299
5904468	4.412	-65.806	24367.7590277778	"2016-09-18 18:00:00"	-1.8258	34.5402	458.9	21.42	0	2016	9	18	11.3224024338742	-1.76999996043742	90.9083444274923
5904468	4.398	-65.82	24377.9923611111	"2016-09-28 23:00:00"	-1.8378	34.5349	463.5	21.23	0	2016	9	28	8.74686774646103	-1.75999996066093	90.7145663915214
5904468	4.384	-65.835	24388.2305555556	"2016-10-09 05:00:00"	-1.8532	34.5371	458.6	21.65	0	2016	10	9	5.85951497372769	-1.75999996066093	93.0733409053368
5904468	4.37	-65.849	24398.4659722223	"2016-10-19 11:00:00"	-1.8419	34.538	457.3	21.69	0	2016	10	19	5.33306075745048	-1.70999996177852	86.4377382509002
5904468	4.356	-65.863	24408.6958333333	"2016-10-29 16:00:00"	-1.8521	34.5281	454.7	22.71	0	2016	10	29	12.9918582025751	-1.73999996110797	80.6778904493306
5904468	4.343	-65.878	24418.9333333333	"2016-11-08 22:00:00"	-1.8497	34.5206	452.6	21.79	0	2016	11	8	11.10653536412	-1.60069532422167	78.440369534386
5904468	4.329	-65.892	24429.1708333333	"2016-11-19 04:00:00"	-1.8212	34.4626	443.3	21.22	0	2016	11	19	6.40899117550125	-1.44979996759445	56.0711333832881
5904468	4.315	-65.906	24439.4090277777	"2016-11-29 09:00:00"	-1.6734	34.2976	424.2	7.87	0	2016	11	29	16.8242152514166	-1.04175197671503	23.6146421270678
5904468	4.301	-65.921	24449.6513888889	"2016-12-09 15:00:00"	-0.519	34.103	389.7	7.73	0	2016	12	9	9.16313790469182	-0.579599987044931	0
5904468	4.287	-65.935	24459.8923611111	"2016-12-19 21:00:00"	0.8891	34.1765	356.3	6.8	0	2016	12	19	13.1993455644252	1.3677055694294	0
5904468	4.378	-66.235	24470.4166666666	"2016-12-30 09:00:00"	0.7095	34.2204	311.2	7.21	0	2016	12	30	24.1757829726799	1.39430716883481	0
5904468	4.654	-66.421	24480.6972222222	"2017-01-09 16:00:00"	2.6117	34.197	256.4	6.92	0	2017	1	9	10.2144607015834	2.80294617734926	0
5904468	4.399	-66.715	24490.9861111111	"2017-01-19 23:00:00"	2.089	34.2832	326.2	7.43	0	2017	1	19	20.4657071512519	1.82378555923521	0
5904468	4.171	-66.827	24501.2527777777	"2017-01-30 06:00:00"	1.8825	34.2688	313.7	7.16	0	2017	1	30	10.0819149066342	1.7469599609524	0
5904468	4.119	-66.771	24511.5423611111	"2017-02-09 13:00:00"	1.9572	34.2743	335.8	7.33	0	2017	2	9	6.65277220250765	1.94033851663005	0
5904468	3.734	-66.722	24521.7965277778	"2017-02-19 19:00:00"	1.5879	34.2912	351.6	5.16	0	2017	2	19	8.26693096010435	1.33731501010868	0
5904468	3.49	-66.645	24532.1326388889	"2017-03-02 03:00:00"	1.4468	34.2834	365.9	7.69	0	2017	3	2	12.5716245366633	1.13735997457803	0
5904468	3.518	-66.486	24542.41875	"2017-03-12 10:00:00"	1.3457	34.3033	364.5	7.54	0	2017	3	12	8.50352718434885	1.18590029349306	0
5904468	3.573	-66.34	24552.7340277778	"2017-03-22 17:00:00"	0.7783	34.3091	371.1	6.91	0	2017	3	22	18.0715815233323	0.766022382878065	0
5904468	3.607	-66.207	24563.0326388889	NA	0.3944	34.306	381.3	7.65	0	NA	NA	NA	NA	NA	NA
5904468	3.361	-66.104	24573.3111111111	"2017-04-12 07:00:00"	-0.344	34.362	388.8	7.56	0	2017	4	12	8.74562628528976	-0.320665912832558	0
5904468	3.044	-66.206	24583.5888888889	"2017-04-22 14:00:00"	-0.8253	34.388	398.4	7.84	0	2017	4	22	12.0643073799262	-0.229929754860671	0
5904468	2.757	-66.247	24593.8611111111	"2017-05-02 20:00:00"	-1.0738	34.4181	414.7	7.6	0	2017	5	2	1.82295264906793	-0.942013418944359	0
5904468	2.624	-66.257	24604.125	"2017-05-13 03:00:00"	-1.1608	34.456	419.1	6.47	0	2017	5	13	5.3510837152908	-1.66626108275616	0
5904468	2.252	-66.318	24614.4381944444	"2017-05-23 10:00:00"	-1.5396	34.49	422	6.44	0	2017	5	23	1.96691265916755	-1.65627468297938	0
5904468	1.972	-66.16	24624.9666666667	"2017-06-02 23:00:00"	-1.8103	34.49	426.8	21.67	0	2017	6	2	8.60345492949952	-1.73645676118717	2.29864170880883
5904468	1.699	-66.005	24635.1993055556	"2017-06-13 04:00:00"	-1.7954	34.5308	432.7	23.48	0	2017	6	13	4.70730966970907	-1.63897916336596	61.5691071670427
5904468	1.426	-65.851	24645.4333333333	"2017-06-23 10:00:00"	-1.733	34.565	442.2	4.91	0	2017	6	23	9.06185050564961	-1.63807996338606	89.6271575930331
5904468	1.154	-65.697	24655.6666666666	"2017-07-03 15:00:00"	-1.8258	34.5703	435.8	19.85	0	2017	7	3	4.92329229061195	-1.76287996059656	78.8677342916246
5904468	0.881	-65.543	24665.8972222222	"2017-07-13 21:00:00"	-1.8493	34.4626	460.7	23.31	0	2017	7	13	4.81682139205364	-1.69999996200204	80.4559765217531
5904468	0.609	-65.389	24676.1319444445	"2017-07-24 03:00:00"	-1.8576	34.5271	463.3	20.98	0	2017	7	24	6.98315947207551	-1.78999995999038	81.805650684154
5904468	0.336	-65.235	24686.3708333333	"2017-08-03 08:00:00"	-1.7719	34.5447	461.3	6.44	0	2017	8	3	6.89941492604387	-1.61715996385366	75.6419697044859
5904468	0.063	-65.081	24696.6104166667	"2017-08-13 14:00:00"	-1.7658	34.5385	462.8	5.74	0	2017	8	13	12.7184998989174	-1.67999996244907	85.4421314978894
5904468	-0.0129999999999768	-65.104	24707.1465277778	"2017-08-24 03:00:00"	-1.7578	34.5166	477.5	7.41	0	2017	8	24	3.96776548230287	-1.73083996131271	90.6690051779717
5904468	-0.0880000000000223	-65.126	24717.55	"2017-09-03 13:00:00"	-1.5955	34.5019	478.1	7.6	0	2017	9	3	10.7118961261872	-1.70999996177852	61.1356626027592
5904468	-0.163000000000011	-65.149	24727.7944444445	"2017-09-13 19:00:00"	-1.4297	34.492	483.2	8.11	0	2017	9	13	7.77567952069691	-1.56095996510982	65.2190508032454
5904468	0.426	-64.938	24738.3305555555	"2017-09-24 07:00:00"	-1.7713	34.4614	467.5	7.63	0	2017	9	24	11.8140046911066	-1.36535996948183	42.5034893902941
5904468	0.57	-64.953	24748.6173611111	"2017-10-04 14:00:00"	-1.7864	34.481	459.9	16.47	0	2017	10	4	8.01014918434382	-1.41879996828735	49.5562173311582
5904468	0.714	-64.967	24758.8534722222	"2017-10-14 20:00:00"	-1.7294	34.5642	452.9	6.78	0	2017	10	14	15.9290175154692	-1.29787005099034	9.26826302294621
5904468	0.857	-64.982	24769.0965277777	"2017-10-25 02:00:00"	-1.8354	34.5723	434.6	21.31	0	2017	10	25	5.40654120560258	-1.3071999707818	19.9211290190176
5904468	1.001	-64.997	24779.3277777778	"2017-11-04 07:00:00"	-1.7846	34.574	429.3	22.61	0	2017	11	4	8.02952635480037	-1.25266045200086	48.9551331096058
5904468	1.144	-65.012	24789.5659722222	"2017-11-14 13:00:00"	-1.792	34.4756	413.7	16.68	0	2017	11	14	10.2087232412509	-1.50518348635653	69.8108608489143
5904468	1.287	-65.026	24799.8027777778	"2017-11-24 19:00:00"	-1.6338	34.4252	378.8	7.55	0	2017	11	24	10.6921510954269	-1.10084605539417	34.8682582244869
5904468	1.431	-65.041	24810.0444444445	"2017-12-05 01:00:00"	-1.2608	34.4047	358.1	5.75	0	2017	12	5	7.19703094818565	-0.938959979012609	0
5904468	1.086	-64.926	24820.6090277778	"2017-12-15 14:00:00"	-1.1559	34.42	358.6	7.58	0	2017	12	15	11.723337680936	-0.749165263254851	0
5904468	0.571	-64.838	24830.91875	"2017-12-25 22:00:00"	-0.2975	34.2757	370	7.49	0	2017	12	25	7.10098340408481	-0.0534399988055254	0
5904468	0.219	-64.759	24841.20625	"2018-01-05 04:00:00"	0.7291	34.2188	364.6	7.26	0	2018	1	5	16.3519389776217	0.579553907045961	0
5904468	0.568	-64.639	24851.5138888889	"2018-01-15 12:00:00"	0.7123	34.1864	352.1	5.89	0	2018	1	15	17.0927954618625	1.09035229562873	0
5904468	0.806	-64.671	24861.7791666667	"2018-01-25 18:00:00"	2.0894	34.2526	348	7.2	0	2018	1	25	11.1049370463372	2.31881210817051	0
5904468	0.833	-64.681	24872.0354166667	NA	1.6157	34.3144	347.8	6.62	0	NA	NA	NA	NA	NA	NA
5904468	1.293	-64.476	24882.38125	"2018-02-15 09:00:00"	1.0172	34.3815	360.7	6.75	0	2018	2	15	18.6668639976932	1.18764509345406	0
5904468	1.716	-64.203	24892.6520833333	"2018-02-25 15:00:00"	1.1974	34.367	358.6	6.79	0	2018	2	25	4.91072356490119	1.66725564273393	0
5904468	1.66	-64.281	24903.0145833333	NA	1.1021	34.3706	362.6	4.59	0	NA	NA	NA	NA	NA	NA
5904468	2.195	-64.127	24913.3215277778	"2018-03-18 07:00:00"	0.9475	34.3658	371.1	7.48	0	2018	3	18	14.4557293341172	0.355305592058292	0
5904468	2.221	-64.167	24923.6166666667	"2018-03-28 14:00:00"	0.6916	34.3947	373	4.98	0	2018	3	28	10.2508150024782	0.344479992300271	0
5904468	2.153	-64.224	24933.9125	"2018-04-07 21:00:00"	0.4196	34.4016	379.1	7.86	0	2018	4	7	6.58173501855749	-0.153601276566742	0
5904468	2.146	-64.277	24944.2194444444	"2018-04-18 05:00:00"	-0.1123	34.4217	381.6	7.58	0	2018	4	18	7.7233627539251	-0.441030710142196	0
5904468	1.972	-64.417	24954.4888888889	"2018-04-28 11:00:00"	-0.3673	34.4277	387	7.57	0	2018	4	28	7.67483765163956	-0.745851823328913	0
5904468	1.838	-64.527	24964.7652777778	"2018-05-08 18:00:00"	-0.6672	34.4507	392.3	7.31	0	2018	5	8	9.66839309564155	-0.708260144169152	0
5904468	1.764	-64.6	24975.13125	"2018-05-19 03:00:00"	-0.9834	34.4784	401.6	7.86	0	2018	5	19	7.70022674195972	-1.10999597518966	0
5904468	1.777	-64.827	24985.4416666667	"2018-05-29 10:00:00"	-1.2562	34.497	408.5	5.4	0	2018	5	29	6.36145460511712	-1.54199996553361	0
5904468	2.109	-64.773	24995.7284722222	"2018-06-08 17:00:00"	-1.4831	34.5109	407.3	7.09	0	2018	6	8	6.10754933642321	-1.54965884536243	0
5904468	2.557	-64.651	25005.98125	"2018-06-18 23:00:00"	-1.6062	34.521	417	8.7	0	2018	6	18	8.96614641634534	-1.73135420130122	0
5904468	2.521	-64.643	25016.2979166667	"2018-06-29 07:00:00"	-1.8454	34.5503	416.7	21.07	0	2018	6	29	5.18078231911828	-1.52071996600926	39.4244104194732
5904468	2.485	-64.634	25026.5326388889	"2018-07-09 12:00:00"	-1.8297	34.5953	421.6	21.56	0	2018	7	9	4.43364154874146	-1.76575836053222	84.6537371112676
5904468	2.449	-64.626	25036.7701388889	"2018-07-19 18:00:00"	-1.8277	34.618	428	21.57	0	2018	7	19	7.48238571046496	-1.77003996043652	76.1022536665622
5904468	2.413	-64.618	25047.0097222222	NA	-1.8416	34.6272	427.3	21.32	0	NA	NA	NA	NA	NA	NA
5904468	2.377	-64.609	25057.2395833334	"2018-08-09 05:00:00"	-1.8302	34.6368	434.4	20.12	0	2018	8	9	6.60738717367529	-1.76999996043742	85.6219765484025
5904468	2.34	-64.601	25067.4798611111	"2018-08-19 11:00:00"	-1.8402	34.6487	429.7	21.31	0	2018	8	19	12.05378214522	-1.7799999602139	96.9178162190091
5904468	2.304	-64.593	25077.7180555556	"2018-08-29 17:00:00"	-1.8419	34.6581	433.3	21.62	0	2018	8	29	10.5351886242192	-1.7799999602139	99.1659619295821
5904468	2.268	-64.584	25087.9611111111	"2018-09-08 23:00:00"	-1.8409	34.6731	435.8	21.64	0	2018	9	8	8.22824884922916	-1.7799999602139	81.4870528046428
5904468	2.232	-64.576	25098.1993055556	"2018-09-19 04:00:00"	-1.8424	34.6816	434.8	21.5	0	2018	9	19	9.87856241697003	-1.76999996043742	77.0298233189704
5904468	2.196	-64.568	25108.4291666667	"2018-09-29 10:00:00"	-1.8393	34.6897	438.3	21.65	0	2018	9	29	14.046517094173	-1.7799999602139	88.5897169982425
5904468	2.16	-64.559	25118.6597222222	"2018-10-09 15:00:00"	-1.8372	34.6932	440.2	23.19	0	2018	10	9	9.70890130520491	-1.78103036019087	96.3515519676626
5904468	2.124	-64.551	25128.8888888889	"2018-10-19 21:00:00"	-1.8324	34.709	441.9	19.91	0	2018	10	19	11.2786809936549	-1.7799999602139	89.4141250342166
5904468	2.088	-64.543	25139.1277777777	"2018-10-30 03:00:00"	-1.8576	34.7048	439.1	21.37	0	2018	10	30	5.8264478397515	-1.76951452044827	78.6792243562465
5904468	2.052	-64.534	25149.3569444445	"2018-11-09 08:00:00"	-1.8455	34.7025	438.2	23.28	0	2018	11	9	10.8304080617726	-1.72343996147811	70.0319509695374
5904468	2.016	-64.526	25159.5951388889	"2018-11-19 14:00:00"	-1.8284	34.6677	434.7	21.27	0	2018	11	19	5.93749357014484	-1.70431340190563	58.256161109571
5904468	1.98	-64.518	25169.8270833333	"2018-11-29 19:00:00"	-1.6343	34.5291	424.7	7.08	0	2018	11	29	15.5549778289364	-1.44472476770788	32.1444830843897
5904468	1.944	-64.509	25180.0736111111	"2018-12-10 01:00:00"	-1.1727	34.2518	407.8	6.97	0	2018	12	10	13.8491108415824	-1.17739997368306	0
5904468	1.908	-64.501	25190.3104166667	"2018-12-20 07:00:00"	-0.078	34.2271	356.8	6.24	0	2018	12	20	9.43914221739794	-0.00164639996320345	0
5904468	2.05	-64.417	25200.8513888889	"2018-12-30 20:00:00"	0.0871	34.2897	327.8	4.16	0	2018	12	30	7.56682747950436	0.364215991859138	0
5904468	2.02	-64.522	25211.3729166667	"2019-01-10 08:00:00"	0.8125	34.324	311.3	7.44	0	2019	1	10	15.5229306930887	0.586930386881083	0
5904468	1.904	-64.588	25221.6861111111	"2019-01-20 16:00:00"	0.6631	34.3604	319.4	7.72	0	2019	1	20	7.89735186607725	0.588731666840823	0
5904397	-0.0289999999999964	-61.022	23762.2180555556	"2015-01-22 05:00:00"	0.3745	33.5988	328	7.77	0	2015	1	22	11.032618998711	0.289404153531314	0
5904397	-0.317999999999984	-61.014	23772.6756944444	"2015-02-01 16:00:00"	1.4607	33.5539	339.2	7.71	0	2015	2	1	17.3306369170915	1.46174460732746	0
5904397	-0.572000000000003	-61.091	23783.0159722222	NA	0.9619	33.7334	342.6	7.56	0	NA	NA	NA	NA	NA	NA
5904397	-0.742999999999995	-61.116	23793.3986111111	"2015-02-22 09:00:00"	0.4303	33.8876	373.3	7.13	0	2015	2	22	11.7246319107133	0.331319992594422	0
5904397	-0.928999999999974	-61.118	23803.7916666666	"2015-03-04 18:00:00"	0.3896	33.9072	369.4	7.75	0	2015	3	4	7.83915145656163	0.230319994851952	0
5904397	-1.26799999999997	-60.972	23814.0791666667	"2015-03-15 01:00:00"	0.3284	33.9169	368.1	7.82	0	2015	3	15	11.1962564903646	0.153819356561873	0
5904397	-1.22199999999998	-60.732	23824.4215277778	"2015-03-25 10:00:00"	-0.0426	33.9616	377.9	7.82	0	2015	3	25	5.8914024195953	-0.254638714308378	0
5904397	-1.09300000000002	-60.461	23834.7597222222	"2015-04-04 18:00:00"	-0.4455	34.0011	389.3	5.12	0	2015	4	4	6.32568800170492	-0.644160625601884	0
5904397	-0.73399999999998	-60.348	23845.1083333333	"2015-04-15 02:00:00"	-0.6243	34.0505	399.8	4.23	0	2015	4	15	11.154489726225	-0.527487028209752	0
5904397	-0.312999999999988	-60.304	23855.4847222222	"2015-04-25 11:00:00"	-0.7726	34.0618	410.4	7.25	0	2015	4	25	4.26725754934273	-0.722464303851661	0
5904397	0.211	-60.27	23865.9381944444	"2015-05-05 22:00:00"	-0.9739	34.1196	419.2	7.04	0	2015	5	5	8.22872423274052	-0.909564779669643	0
5904397	0.632	-60.436	23876.3444444444	"2015-05-16 08:00:00"	-1.2685	34.1243	419.4	6.72	0	2015	5	16	9.67944782895725	-1.44553164768985	0
5904397	0.569	-60.707	23886.6736111111	"2015-05-26 16:00:00"	-1.3989	34.119	416.4	7.56	0	2015	5	26	7.01320715596486	-1.61953468380058	0
5904397	0.617	-60.842	23896.9256944444	"2015-06-05 22:00:00"	-1.5634	34.1565	427.2	4.23	0	2015	6	5	9.08878006818524	-1.65056444310701	0
5904397	0.441	-60.931	23907.3868055556	"2015-06-16 09:00:00"	-1.8486	34.1721	414.3	21.74	0	2015	6	16	4.63304759716382	-1.67182268263185	77.5183460510663
5904397	0.269	-61.018	23917.6229166667	"2015-06-26 14:00:00"	-1.8423	34.1842	415.3	20.9	0	2015	6	26	4.84766720375893	-1.78999995999038	91.0824759678749
5904397	0.096	-61.105	23927.8506944445	"2015-07-06 20:00:00"	-1.8453	34.1976	414.4	23.31	0	2015	7	6	5.47302874991198	-1.7091999617964	82.4249569800816
5904397	-0.0760000000000218	-61.192	23938.0770833333	"2015-07-17 01:00:00"	-1.8226	34.2359	417.1	20.67	0	2015	7	17	6.02277614911134	-1.75947468067268	77.5142322193392
5904397	-0.24799999999999	-61.279	23948.3104166667	"2015-07-27 07:00:00"	-1.8356	34.2631	419.9	19.05	0	2015	7	27	6.2359570738181	-1.72383996146917	79.3172134573571
5904397	-0.420999999999992	-61.366	23958.5493055555	"2015-08-06 13:00:00"	-1.8604	34.26	411.6	21.8	0	2015	8	6	9.61968013199823	-1.71963996156305	84.558497868116
5904397	-0.593000000000018	-61.452	23968.7798611111	"2015-08-16 18:00:00"	-1.845	34.2828	414.1	23.62	0	2015	8	16	3.10991711473583	-1.73999996110797	85.2992901528625
5904397	-0.764999999999986	-61.539	23979.0159722222	NA	-1.8415	34.2947	414.9	21.42	0	NA	NA	NA	NA	NA	NA
5904397	-0.937000000000012	-61.626	23989.2465277778	"2015-09-06 05:00:00"	-1.8475	34.3047	416.6	21.05	0	2015	9	6	7.91788411488761	-1.75999996066093	87.9349309794004
5904397	-1.11000000000001	-61.713	23999.4805555556	"2015-09-16 11:00:00"	-1.8366	34.327	418.3	21.67	0	2015	9	16	6.49507775385268	-1.71351996169984	86.015588442399
5904397	-1.28199999999998	-61.8	24009.7118055555	"2015-09-26 17:00:00"	-1.8475	34.331	417.1	22.75	0	2015	9	26	6.00057008987677	-1.77888396023884	90.2582316083707
5904397	-1.45400000000001	-61.887	24019.9520833333	"2015-10-06 22:00:00"	-1.8551	34.3319	420.7	21.35	0	2015	10	6	15.7457553701195	-1.77951996022463	92.3486821704536
5904397	-1.62700000000001	-61.974	24030.1923611111	"2015-10-17 04:00:00"	-1.8574	34.3336	418.5	21.4	0	2015	10	17	4.70140910812929	-1.78995163999146	94.3343666788221
5904397	-1.79899999999998	-62.061	24040.4291666667	"2015-10-27 10:00:00"	-1.8519	34.3291	415.5	21.31	0	2015	10	27	5.00205450466004	-1.75255996082723	88.4632595688061
5904397	-1.971	-62.148	24050.6576388889	"2015-11-06 15:00:00"	-1.85	34.3203	418.3	19.75	0	2015	11	6	8.19988059650134	-1.73431996123493	88.9011940701657
5904397	-2.14299999999997	-62.235	24060.8847222222	"2015-11-16 21:00:00"	-1.8497	34.3085	417.4	20.83	0	2015	11	16	12.5971566701413	-1.73487996122241	84.2290702459998
5904397	-2.31599999999997	-62.322	24071.1194444444	"2015-11-27 02:00:00"	-1.832	34.2725	407	21.69	0	2015	11	27	11.1608164363268	-1.66999996267259	68.8304779022345
5904397	-2.488	-62.409	24081.3493055556	"2015-12-07 08:00:00"	-1.7542	34.1901	425	6.95	0	2015	12	7	11.7330979937068	-1.64745468317652	69.7844933311263
5904397	-2.66000000000003	-62.496	24091.5923611111	"2015-12-17 14:00:00"	-1.5018	33.9261	409.5	7.36	0	2015	12	17	10.1898785960174	-1.31171997068077	40.7019541157912
5904397	-2.83300000000003	-62.583	24101.8388888889	"2015-12-27 20:00:00"	-1.2083	33.7289	393.4	7.82	0	2015	12	27	8.42197451976905	-0.976922218164088	0
5904397	-2.97800000000001	-62.419	24112.6090277778	"2016-01-07 14:00:00"	-0.48	33.8212	375.9	7.71	0	2016	1	7	14.6674860716474	-0.431285110360026	0
5904472	-1.762	-67.661	23758.8986111111	"2015-01-18 21:00:00"	-0.9496	33.8204	394.9	5.81	0	2015	1	18	13.1728226885896	-0.757712623063805	10.8079573512735
5904472	-2.05000000000001	-67.588	23769.2506944444	"2015-01-29 06:00:00"	0.0073	33.8323	390	7.1	0	2015	1	29	24.0320118056445	-0.291031993494917	0
5904472	-2.46699999999998	-67.524	23779.6375	"2015-02-08 15:00:00"	0.3992	33.8519	377	7.9	0	2015	2	8	13.9309216086707	-0.203733755446195	0
