"floatID"	"lon"	"lat"	"datetime_JULD"	"datetime_UTC"	"temp"	"sal"	"pCO2_MLR"	"press"	"flag"	"yr"	"mm"	"dd"	"ws"	"sst"	"sea_ice"
5904472	-2.93299999999999	-67.346	23790.025	NA	0.3003	33.7774	346.4	7.36	0	NA	NA	NA	NA	NA	NA
5904472	-3.43200000000002	-67.434	23800.3756944444	"2015-03-01 09:00:00"	-0.1505	33.8377	360.5	6.06	0	2015	3	1	5.18565657632514	-0.695796144447737	0
5904472	-3.93299999999999	-67.548	23810.7534722222	"2015-03-11 18:00:00"	-0.2779	33.875	362.5	7.73	0	2015	3	11	14.8982478107138	-0.295767353389085	0
5904472	-4.375	-67.708	23821.0354166667	NA	-0.6454	33.924	379.9	7.79	0	NA	NA	NA	NA	NA	NA
5904472	-5.16199999999998	-67.889	23831.33125	"2015-04-01 07:00:00"	-1.2087	33.932	365.4	6.64	0	2015	4	1	13.6838326816141	-1.13624861460286	11.7346706561092
5904472	-5.56400000000002	-67.916	23841.7486111111	"2015-04-11 17:00:00"	-1.8357	33.9549	370	21.17	0	2015	4	11	13.6881588835228	-1.50899996627122	58.3057043913995
5904472	-5.96100000000001	-67.943	23852.0097222222	NA	-1.8606	34.107	393.3	21.25	0	NA	NA	NA	NA	NA	NA
5904472	-6.35700000000003	-67.969	23862.2694444444	"2015-05-02 06:00:00"	-1.8692	34.1719	396.2	21.6	0	2015	5	2	6.82323990274383	-1.75724924072242	93.1619074490349
5904472	-6.75400000000002	-67.996	23872.5305555556	"2015-05-12 12:00:00"	-1.8618	34.2134	411.5	21.36	0	2015	5	12	9.7876666026444	-1.76999996043742	88.8090431141352
5904472	-7.14999999999998	-68.022	23882.7881944445	"2015-05-22 18:00:00"	-1.8473	34.2632	417.8	21.6	0	2015	5	22	11.3437860711068	-1.76999996043742	90.704318613154
5904472	-7.54599999999999	-68.049	23893.0506944444	"2015-06-02 01:00:00"	-1.8343	34.3003	424.4	21.37	0	2015	6	2	10.5343442904263	-1.78999995999038	91.7027709687654
5904472	-7.94299999999998	-68.075	23903.3118055556	"2015-06-12 07:00:00"	-1.8384	34.3246	429.1	21.79	0	2015	6	12	7.3432884803989	-1.77582396030724	90.3285317426158
5904472	-8.339	-68.102	23913.5701388889	"2015-06-22 13:00:00"	-1.8318	34.3304	440.8	21.51	0	2015	6	22	3.10337753104726	-1.75921244067854	93.9705562314076
5904472	-8.73599999999999	-68.129	23923.8305555555	"2015-07-02 19:00:00"	-1.824	34.3454	430	21.64	0	2015	7	2	7.31812615122911	-1.77991100021589	92.1028972900504
5904472	-9.92399999999998	-68.208	23954.6013888889	"2015-08-02 14:00:00"	-1.794	34.3594	475.8	21.61	0	2015	8	2	1.37497654344505	-1.75934924067548	97.9551878964426
5904472	-10.321	-68.235	23964.8611111111	"2015-08-12 20:00:00"	-1.8177	34.37	507	20.79	0	2015	8	12	9.09051998537944	-1.74439996100962	89.2028700430545
5904472	-11.906	-68.341	24005.8833333333	"2015-09-22 21:00:00"	-1.8132	34.3947	457.9	21.26	0	2015	9	22	4.74761494161871	-1.77880860024053	95.8891946847817
5904472	-12.698	-68.394	24026.40625	"2015-10-13 09:00:00"	-1.8097	34.3835	447.5	21.57	0	2015	10	13	7.35549260769353	-1.7692399604544	96.0365077805921
5904472	-18.843	-68.863	24284.6944444445	"2016-06-27 16:00:00"	-1.846	34.3339	421.9	21.43	0	2016	6	27	10.1484943379125	-1.78999995999038	94.0179811327005
5904472	-19.002	-68.884	24294.9569444444	"2016-07-07 22:00:00"	-1.8105	34.3488	423.8	21.43	0	2016	7	7	3.35809540098996	-1.76999996043742	94.2648184377961
5904472	-19.16	-68.906	24305.2152777778	"2016-07-18 05:00:00"	-1.8186	34.3811	425.9	21.09	0	2016	7	18	2.07493194708974	-1.73090636131123	97.2389332713647
5904472	-19.319	-68.927	24315.4763888889	"2016-07-28 11:00:00"	-1.8502	34.3734	423.7	20.88	0	2016	7	28	4.5795687885077	-1.68207996240258	87.5487014584718
5904472	-19.478	-68.948	24325.7361111111	"2016-08-07 17:00:00"	-1.8236	34.3997	432.1	21.62	0	2016	8	7	5.97311383484415	-1.72583996142447	91.6572954471071
5904472	-19.636	-68.969	24335.9972222223	"2016-08-17 23:00:00"	-1.8082	34.4129	437.9	21.83	0	2016	8	17	1.91184182634811	-1.71375996169448	92.2338365343966
5904472	-19.795	-68.99	24346.2548611111	"2016-08-28 06:00:00"	-1.8229	34.4132	433.5	21.56	0	2016	8	28	4.86461341684076	-1.75999996066093	97.0290795736977
5904472	-19.954	-69.012	24356.5076388889	"2016-09-07 12:00:00"	-1.793	34.4226	432.5	21.24	0	2016	9	7	2.66683517195376	-1.78999995999038	96.7538979762
5904472	-20.112	-69.033	24366.7611111111	"2016-09-17 18:00:00"	-1.8241	34.4203	435.5	21.4	0	2016	9	17	6.37779430129277	-1.78283132015061	94.768016562182
5904472	-20.271	-69.054	24377.0229166667	NA	-1.8286	34.4182	433.5	21.55	0	NA	NA	NA	NA	NA	NA
5904472	-20.43	-69.075	24387.2840277777	"2016-10-08 06:00:00"	-1.809	34.4017	435.9	16.31	0	2016	10	8	5.79269807551673	-1.72999996133149	92.7520324453958
5904472	-20.589	-69.096	24397.5451388889	"2016-10-18 13:00:00"	-1.7542	34.3931	445.8	5.21	0	2016	10	18	10.3004473947665	-1.78999995999038	96.6056077288828
5904472	-20.747	-69.118	24407.8034722222	"2016-10-28 19:00:00"	-1.7964	34.3761	438.8	14.97	0	2016	10	28	9.14412509032296	-1.76027996065468	91.8046056421627
5904472	-20.906	-69.139	24418.0652777777	"2016-11-08 01:00:00"	-1.812	34.3552	436.7	19.89	0	2016	11	8	6.49776350497416	-1.68117052242291	86.9250668988007
5904472	-21.065	-69.16	24428.3277777778	"2016-11-18 07:00:00"	-1.7892	34.3415	426.1	21.76	0	2016	11	18	23.288626162194	-1.56406396504045	67.7747644746443
5904472	-21.224	-69.181	24438.5909722223	"2016-11-28 14:00:00"	-1.6753	34.2739	391.5	7.15	0	2016	11	28	9.02947390536797	-1.3454118099277	54.1437944016972
5904472	-21.382	-69.203	24448.8618055555	"2016-12-08 20:00:00"	-1.2706	34.0119	410.1	7.79	0	2016	12	8	16.9963100430718	-0.881007340307951	5.50544792508272
5904472	-21.402	-69.173	24459.4006944444	"2016-12-19 09:00:00"	-0.7688	33.9046	297.5	7.78	0	2016	12	19	12.9051590727136	-0.553912627619088	0
5904472	-21.6	-69.175	24469.8541666666	"2016-12-29 20:00:00"	0.4213	33.9556	248	7.34	0	2016	12	29	13.0741166441791	0.384799991399052	0
5904472	-21.754	-69.16	24480.2576388889	"2017-01-09 06:00:00"	0.9392	33.9966	225.3	6.89	0	2017	1	9	14.2318873936102	1.10676957526177	0
5904472	-21.787	-69.16	24490.5381944445	"2017-01-19 12:00:00"	1.2349	34.0008	217.4	7.25	0	2017	1	19	6.57835418560754	0.874652780449984	0
5904472	-21.845	-69.105	24500.8166666667	"2017-01-29 19:00:00"	1.7216	33.9955	210.4	7.49	0	2017	1	29	6.35382150529844	1.39788796875477	0
5904472	-22.13	-69.053	24511.1111111111	"2017-02-09 02:00:00"	1.2	34.0174	259.7	7.31	0	2017	2	9	7.25378135123697	1.12181757492542	0
5904472	-22.523	-69.114	24521.3993055555	"2017-02-19 09:00:00"	1.0401	34.0691	312.1	7.94	0	2017	2	19	11.6438444704136	0.60666046644008	0
5904472	-22.871	-69.209	24531.7770833333	"2017-03-01 18:00:00"	0.2824	34.1115	323.5	7.52	0	2017	3	1	2.56028408973313	0.272132473917375	0
5904472	-23.334	-69.375	24542.0729166666	"2017-03-12 01:00:00"	-0.1842	34.1428	333.7	7.45	0	2017	3	12	8.41637112996245	-0.298519993327559	0
5904472	-23.358	-69.515	24552.3784722222	"2017-03-22 09:00:00"	-0.8293	34.1537	346.8	7.49	0	2017	3	22	4.47845749480596	-0.916340779518188	0
5904472	-23.57	-69.425	24562.7034722222	"2017-04-01 16:00:00"	-0.9297	34.1466	348.7	7.83	0	2017	4	1	11.0245024448628	-1.10191997537017	0
5904472	-23.584	-69.271	24573.0208333334	NA	-1.6739	34.1827	353	6.16	0	NA	NA	NA	NA	NA	NA
5904472	-23.858	-69.274	24583.3	"2017-04-22 07:00:00"	-1.8407	34.2534	368.3	21.44	0	2017	4	22	3.64905069166811	-1.68884524225137	90.2101819206298
5904472	-24.132	-69.278	24593.5597222223	"2017-05-02 13:00:00"	-1.8502	34.3123	388.1	21.08	0	2017	5	2	8.36739834171589	-1.7799999602139	91.700437277516
5904472	-24.406	-69.281	24603.8208333333	"2017-05-12 19:00:00"	-1.8604	34.337	395.5	21.73	0	2017	5	12	10.6834776869457	-1.75999996066093	91.950180887178
5904472	-24.68	-69.284	24614.0736111111	"2017-05-23 01:00:00"	-1.8262	34.3577	403.7	19.54	0	2017	5	23	5.20393848668199	-1.75999996066093	89.6314374800618
5904472	-24.954	-69.287	24624.3305555555	"2017-06-02 07:00:00"	-1.802	34.3699	414.4	21.5	0	2017	6	2	8.43386346226971	-1.73888764113283	96.7356266232021
5904472	-25.228	-69.291	24634.5888888889	"2017-06-12 14:00:00"	-1.8417	34.3771	414	21.4	0	2017	6	12	3.08244870343515	-1.75663996073604	91.1380671196421
5904472	-25.502	-69.294	24644.8513888889	"2017-06-22 20:00:00"	-1.8163	34.3905	420.1	21.45	0	2017	6	22	7.5742987745694	-1.76675996050984	92.2337210880669
5904472	-25.776	-69.297	24655.1118055555	"2017-07-03 02:00:00"	-1.8479	34.3856	427.7	21.77	0	2017	7	3	2.68064707451776	-1.7799999602139	98.7987103546503
5904472	-26.05	-69.301	24665.3743055556	"2017-07-13 08:00:00"	-1.8359	34.4027	429.7	21.65	0	2017	7	13	1.95194394285236	-1.74295996104181	92.5037920263836
5904472	-26.324	-69.304	24675.6326388889	"2017-07-23 15:00:00"	-1.8209	34.425	433.1	21.34	0	2017	7	23	3.70903151429706	-1.78773932004091	96.6920307339572
5904472	-26.598	-69.307	24685.8888888889	"2017-08-02 21:00:00"	-1.7722	34.4338	441.5	7.81	0	2017	8	2	3.71079167580163	-1.78727996005118	96.4717144114775
5904472	-26.872	-69.311	24696.1534722223	"2017-08-13 03:00:00"	-1.7773	34.4388	440.2	5.89	0	2017	8	13	3.46014076697452	-1.76003068066025	93.2853597459042
5904472	-27.146	-69.314	24706.4166666666	"2017-08-23 09:00:00"	-1.8131	34.4515	439.8	21.3	0	2017	8	23	3.91348670338105	-1.79999995976686	96.0161164057748
5904472	-27.42	-69.317	24716.6743055555	"2017-09-02 16:00:00"	-1.7991	34.4396	450.7	21.62	0	2017	9	2	1.51054337627705	-1.79999995976686	94.4
5904472	-27.694	-69.32	24726.93125	"2017-09-12 22:00:00"	-1.798	34.4547	446	21.21	0	2017	9	12	2.80019658768149	-1.7799999602139	90.1816382459558
5904472	-27.968	-69.324	24737.1895833333	"2017-09-23 04:00:00"	-1.7972	34.4655	445.4	21.74	0	2017	9	23	5.71444636511909	-1.74795996093005	91.1449955215851
5904472	-28.242	-69.327	24747.4513888889	"2017-10-03 10:00:00"	-1.8095	34.4667	446.9	21.23	0	2017	10	3	2.3576435428139	-1.71807996159792	88.1988580052044
5904472	-28.516	-69.33	24757.7131944444	"2017-10-13 17:00:00"	-1.8267	34.4707	444.5	21.46	0	2017	10	13	5.70426231027353	-1.72819996137172	92.3624085420633
5904472	-28.79	-69.334	24767.9729166667	"2017-10-23 23:00:00"	-1.8461	34.4625	445.5	21.74	0	2017	10	23	5.28669842593082	-1.76999996043742	94.2895666384152
5904472	-29.064	-69.337	24778.23125	"2017-11-03 05:00:00"	-1.8653	34.4553	446.7	21.38	0	2017	11	3	3.35274154319047	-1.78847996002436	92.5321601149984
5904472	-29.338	-69.34	24788.4930555555	"2017-11-13 11:00:00"	-1.8191	34.4261	446.4	21.51	0	2017	11	13	7.2290360976833	-1.72979276133612	88.4003162473976
5904472	-29.612	-69.344	24798.75	"2017-11-23 18:00:00"	-1.8299	34.3741	442.7	21.54	0	2017	11	23	5.25351300255743	-1.64954444312981	80.3613609824845
5904472	-29.886	-69.347	24809.0041666667	NA	-1.7874	34.3494	436.8	19.48	0	NA	NA	NA	NA	NA	NA
5904472	-30.159	-69.35	24819.2638888889	"2017-12-14 06:00:00"	-1.8174	34.3099	431.4	21.57	0	2017	12	14	3.86187500403443	-1.39099996890873	49.1907642407682
5904472	-30.434	-69.353	24829.53125	"2017-12-24 12:00:00"	-1.321	34.032	422.3	7.82	0	2017	12	24	5.80287119893322	-0.87459070045137	0.963970514866895
5904472	-30.708	-69.357	24839.8	"2018-01-03 19:00:00"	-0.3837	33.9422	430	7.32	0	2018	1	3	3.42635595593462	-0.50523806870705	0
5904472	-30.982	-69.36	24850.0652777777	"2018-01-14 01:00:00"	-0.0725	34.0472	407.2	6.79	0	2018	1	14	10.0088474472293	0.0173999996110855	0
5904472	-31.468	-69.3	24860.6118055555	"2018-01-24 14:00:00"	-0.0997	34.0837	382.4	7.34	0	2018	1	24	7.89921063919333	-0.812203981845829	0
5904682	171.968	-60.088	25533.6791666667	"2019-11-28 16:00:00"	5.067	34.0179	354	6.13	0	2019	11	28	NA	NA	NA
5904682	171.821	-60.004	25564.5708333333	"2019-12-29 13:00:00"	6.7997	33.9759	415.6	5.71	0	2019	12	29	NA	NA	NA
5904682	171.2	-60.284	25574.8645833334	"2020-01-08 20:00:00"	7.4658	33.9531	417	5.37	0	2020	1	8	NA	NA	NA
5904660	-54.63	-60.623	24112.7986111111	"2016-01-07 19:00:00"	0.941	33.8011	369.9	7.61	0	2016	1	7	13.640268017613	0.60240318653524	0
5904660	-54.276	-60.64	24123.1409722222	"2016-01-18 03:00:00"	0.317	34.037	388.1	7.61	0	2016	1	18	7.92609600480448	0.850124780998232	0
5904660	-52.952	-60.021	24174.7993055555	"2016-03-09 19:00:00"	1.4227	34.1531	408	7.61	0	2016	3	9	15.5977166348123	0.822148461623549	0
5904660	-53.421	-60.113	24195.6777777778	"2016-03-30 16:00:00"	0.8146	34.1724	405.2	7.64	0	2016	3	30	10.2102163902812	1.25051325204885	0
5904660	-53.33	-60.036	24268.3326388889	"2016-06-11 07:00:00"	-0.5668	34.0438	429.6	7.76	0	2016	6	11	1.88921431715313	-0.711282384101597	0
